Municipio,Tipo de establecimiento,Periodo,DATA
Lagunilla del Jubera,Viviendas de uso turístico,2019,
Lagunilla del Jubera,Viviendas de uso turístico,2020,
Lagunilla del Jubera,Viviendas de uso turístico,2021,
Lagunilla del Jubera,Viviendas de uso turístico,2022,
Lagunilla del Jubera,Viviendas de uso turístico,2023,
Lagunilla del Jubera,Viviendas de uso turístico,2024,
Lardero,Viviendas de uso turístico,2018,11
Lardero,Viviendas de uso turístico,2019,18
Lardero,Viviendas de uso turístico,2020,21
Lardero,Viviendas de uso turístico,2021,21
Lardero,Viviendas de uso turístico,2022,22
Lardero,Viviendas de uso turístico,2023,26
Lardero,Viviendas de uso turístico,2024,30
Ledesma de la Cogolla,Viviendas de uso turístico,2018,
Ledesma de la Cogolla,Viviendas de uso turístico,2019,
Ledesma de la Cogolla,Viviendas de uso turístico,2020,
Ledesma de la Cogolla,Viviendas de uso turístico,2021,
Ledesma de la Cogolla,Viviendas de uso turístico,2022,
Ledesma de la Cogolla,Viviendas de uso turístico,2023,1
Ledesma de la Cogolla,Viviendas de uso turístico,2024,1
Leiva,Viviendas de uso turístico,2018,
Leiva,Viviendas de uso turístico,2019,1
Leiva,Viviendas de uso turístico,2020,2
Leiva,Viviendas de uso turístico,2021,1
Leiva,Viviendas de uso turístico,2022,1
Leiva,Viviendas de uso turístico,2023,1
Leiva,Viviendas de uso turístico,2024,1
Leza de Río Leza,Viviendas de uso turístico,2018,
Leza de Río Leza,Viviendas de uso turístico,2019,
Leza de Río Leza,Viviendas de uso turístico,2020,
Leza de Río Leza,Viviendas de uso turístico,2021,
Leza de Río Leza,Viviendas de uso turístico,2022,
Leza de Río Leza,Viviendas de uso turístico,2023,
Leza de Río Leza,Viviendas de uso turístico,2024,
Logrońo,Viviendas de uso turístico,2018,287
Logrońo,Viviendas de uso turístico,2019,446
Logrońo,Viviendas de uso turístico,2020,589
Logrońo,Viviendas de uso turístico,2021,589
Logrońo,Viviendas de uso turístico,2022,596
Logrońo,Viviendas de uso turístico,2023,641
Logrońo,Viviendas de uso turístico,2024,667
Lumbreras,Viviendas de uso turístico,2018,
Lumbreras,Viviendas de uso turístico,2019,
Lumbreras,Viviendas de uso turístico,2020,1
Lumbreras,Viviendas de uso turístico,2021,2
Lumbreras,Viviendas de uso turístico,2022,3
Lumbreras,Viviendas de uso turístico,2023,3
Lumbreras,Viviendas de uso turístico,2024,3
Manjarrés,Viviendas de uso turístico,2018,
Manjarrés,Viviendas de uso turístico,2019,
Manjarrés,Viviendas de uso turístico,2020,
Manjarrés,Viviendas de uso turístico,2021,
Manjarrés,Viviendas de uso turístico,2022,
Manjarrés,Viviendas de uso turístico,2023,
Manjarrés,Viviendas de uso turístico,2024,
Mansilla de la Sierra,Viviendas de uso turístico,2018,
Mansilla de la Sierra,Viviendas de uso turístico,2019,
Mansilla de la Sierra,Viviendas de uso turístico,2020,
Mansilla de la Sierra,Viviendas de uso turístico,2021,
Mansilla de la Sierra,Viviendas de uso turístico,2022,
Mansilla de la Sierra,Viviendas de uso turístico,2023,
Mansilla de la Sierra,Viviendas de uso turístico,2024,
Manzanares de Rioja,Viviendas de uso turístico,2018,
Manzanares de Rioja,Viviendas de uso turístico,2019,
Manzanares de Rioja,Viviendas de uso turístico,2020,
Manzanares de Rioja,Viviendas de uso turístico,2021,
Manzanares de Rioja,Viviendas de uso turístico,2022,
Manzanares de Rioja,Viviendas de uso turístico,2023,
Manzanares de Rioja,Viviendas de uso turístico,2024,
Matute,Viviendas de uso turístico,2018,
Matute,Viviendas de uso turístico,2019,
Matute,Viviendas de uso turístico,2020,
Matute,Viviendas de uso turístico,2021,
Matute,Viviendas de uso turístico,2022,
Matute,Viviendas de uso turístico,2023,
Matute,Viviendas de uso turístico,2024,
Medrano,Viviendas de uso turístico,2018,
Medrano,Viviendas de uso turístico,2019,
Medrano,Viviendas de uso turístico,2020,
Medrano,Viviendas de uso turístico,2021,
Medrano,Viviendas de uso turístico,2022,
Medrano,Viviendas de uso turístico,2023,
Medrano,Viviendas de uso turístico,2024,
Munilla,Viviendas de uso turístico,2018,1
Munilla,Viviendas de uso turístico,2019,1
Munilla,Viviendas de uso turístico,2020,1
Munilla,Viviendas de uso turístico,2021,1
Munilla,Viviendas de uso turístico,2022,1
Munilla,Viviendas de uso turístico,2023,1
Munilla,Viviendas de uso turístico,2024,1
Murillo de Río Leza,Viviendas de uso turístico,2018,1
Murillo de Río Leza,Viviendas de uso turístico,2019,1
Murillo de Río Leza,Viviendas de uso turístico,2020,1
Murillo de Río Leza,Viviendas de uso turístico,2021,1
Murillo de Río Leza,Viviendas de uso turístico,2022,1
Murillo de Río Leza,Viviendas de uso turístico,2023,2
Murillo de Río Leza,Viviendas de uso turístico,2024,2
Muro de Aguas,Viviendas de uso turístico,2018,
Muro de Aguas,Viviendas de uso turístico,2019,
Muro de Aguas,Viviendas de uso turístico,2020,
Muro de Aguas,Viviendas de uso turístico,2021,
Muro de Aguas,Viviendas de uso turístico,2022,
Muro de Aguas,Viviendas de uso turístico,2023,
Muro de Aguas,Viviendas de uso turístico,2024,
Muro en Cameros,Viviendas de uso turístico,2018,
Muro en Cameros,Viviendas de uso turístico,2019,
Muro en Cameros,Viviendas de uso turístico,2020,
Muro en Cameros,Viviendas de uso turístico,2021,
Muro en Cameros,Viviendas de uso turístico,2022,
Muro en Cameros,Viviendas de uso turístico,2023,
Muro en Cameros,Viviendas de uso turístico,2024,
Nájera,Viviendas de uso turístico,2018,2
Nájera,Viviendas de uso turístico,2019,9
Nájera,Viviendas de uso turístico,2020,12
Nájera,Viviendas de uso turístico,2021,12
Nájera,Viviendas de uso turístico,2022,13
Nájera,Viviendas de uso turístico,2023,16
Nájera,Viviendas de uso turístico,2024,19
Nalda,Viviendas de uso turístico,2018,1
Nalda,Viviendas de uso turístico,2019,4
Nalda,Viviendas de uso turístico,2020,3
Nalda,Viviendas de uso turístico,2021,1
Nalda,Viviendas de uso turístico,2022,1
Nalda,Viviendas de uso turístico,2023,4
Nalda,Viviendas de uso turístico,2024,4
Navajún,Viviendas de uso turístico,2018,
Navajún,Viviendas de uso turístico,2019,
Navajún,Viviendas de uso turístico,2020,
Navajún,Viviendas de uso turístico,2021,
Navajún,Viviendas de uso turístico,2022,
Navajún,Viviendas de uso turístico,2023,
Navajún,Viviendas de uso turístico,2024,
Navarrete,Viviendas de uso turístico,2018,8
Navarrete,Viviendas de uso turístico,2019,4
Navarrete,Viviendas de uso turístico,2020,6
Navarrete,Viviendas de uso turístico,2021,8
Navarrete,Viviendas de uso turístico,2022,9
Navarrete,Viviendas de uso turístico,2023,10
Navarrete,Viviendas de uso turístico,2024,10
Nestares,Viviendas de uso turístico,2018,
Nestares,Viviendas de uso turístico,2019,
Nestares,Viviendas de uso turístico,2020,
Nestares,Viviendas de uso turístico,2021,
Nestares,Viviendas de uso turístico,2022,
Nestares,Viviendas de uso turístico,2023,
Nestares,Viviendas de uso turístico,2024,
Nieva de Cameros,Viviendas de uso turístico,2018,
Nieva de Cameros,Viviendas de uso turístico,2019,1
Nieva de Cameros,Viviendas de uso turístico,2020,1
Nieva de Cameros,Viviendas de uso turístico,2021,1
Nieva de Cameros,Viviendas de uso turístico,2022,1
Nieva de Cameros,Viviendas de uso turístico,2023,2
Nieva de Cameros,Viviendas de uso turístico,2024,2
Ocón,Viviendas de uso turístico,2018,1
Ocón,Viviendas de uso turístico,2019,4
Ocón,Viviendas de uso turístico,2020,4
Ocón,Viviendas de uso turístico,2021,4
Ocón,Viviendas de uso turístico,2022,4
Ocón,Viviendas de uso turístico,2023,4
Ocón,Viviendas de uso turístico,2024,4
Ochánduri,Viviendas de uso turístico,2018,
Ochánduri,Viviendas de uso turístico,2019,
Ochánduri,Viviendas de uso turístico,2020,
Ochánduri,Viviendas de uso turístico,2021,
Ochánduri,Viviendas de uso turístico,2022,
Ochánduri,Viviendas de uso turístico,2023,
Ochánduri,Viviendas de uso turístico,2024,
Ojacastro,Viviendas de uso turístico,2018,2
Ojacastro,Viviendas de uso turístico,2019,2
Ojacastro,Viviendas de uso turístico,2020,2
Ojacastro,Viviendas de uso turístico,2021,3
Ojacastro,Viviendas de uso turístico,2022,3
Ojacastro,Viviendas de uso turístico,2023,2
Ojacastro,Viviendas de uso turístico,2024,2
Ollauri,Viviendas de uso turístico,2018,3
Ollauri,Viviendas de uso turístico,2019,5
Ollauri,Viviendas de uso turístico,2020,3
Ollauri,Viviendas de uso turístico,2021,4
Ollauri,Viviendas de uso turístico,2022,4
Ollauri,Viviendas de uso turístico,2023,4
Ollauri,Viviendas de uso turístico,2024,4
Ortigosa de Cameros,Viviendas de uso turístico,2018,1
Ortigosa de Cameros,Viviendas de uso turístico,2019,1
Ortigosa de Cameros,Viviendas de uso turístico,2020,1
Ortigosa de Cameros,Viviendas de uso turístico,2021,1
Ortigosa de Cameros,Viviendas de uso turístico,2022,1
Ortigosa de Cameros,Viviendas de uso turístico,2023,1
Ortigosa de Cameros,Viviendas de uso turístico,2024,1
Pazuengos,Viviendas de uso turístico,2018,
Pazuengos,Viviendas de uso turístico,2019,
Pazuengos,Viviendas de uso turístico,2020,
Pazuengos,Viviendas de uso turístico,2021,
Pazuengos,Viviendas de uso turístico,2022,
Pazuengos,Viviendas de uso turístico,2023,
Pazuengos,Viviendas de uso turístico,2024,
Pedroso,Viviendas de uso turístico,2018,
Pedroso,Viviendas de uso turístico,2019,
Pedroso,Viviendas de uso turístico,2020,
Pedroso,Viviendas de uso turístico,2021,
Pedroso,Viviendas de uso turístico,2022,
Pedroso,Viviendas de uso turístico,2023,
Pedroso,Viviendas de uso turístico,2024,
Pinillos,Viviendas de uso turístico,2018,
Pinillos,Viviendas de uso turístico,2019,
Pinillos,Viviendas de uso turístico,2020,
Pinillos,Viviendas de uso turístico,2021,
Pinillos,Viviendas de uso turístico,2022,
Pinillos,Viviendas de uso turístico,2023,
Pinillos,Viviendas de uso turístico,2024,
Pradejón,Viviendas de uso turístico,2018,
Pradejón,Viviendas de uso turístico,2019,
Pradejón,Viviendas de uso turístico,2020,
Pradejón,Viviendas de uso turístico,2021,
Pradejón,Viviendas de uso turístico,2022,
Pradejón,Viviendas de uso turístico,2023,
Pradejón,Viviendas de uso turístico,2024,
Pradillo,Viviendas de uso turístico,2018,
Pradillo,Viviendas de uso turístico,2019,1
Pradillo,Viviendas de uso turístico,2020,1
Pradillo,Viviendas de uso turístico,2021,1
Pradillo,Viviendas de uso turístico,2022,1
Pradillo,Viviendas de uso turístico,2023,2
Pradillo,Viviendas de uso turístico,2024,2
Préjano,Viviendas de uso turístico,2018,
Préjano,Viviendas de uso turístico,2019,
Préjano,Viviendas de uso turístico,2020,1
Préjano,Viviendas de uso turístico,2021,1
Préjano,Viviendas de uso turístico,2022,1
Préjano,Viviendas de uso turístico,2023,2
Préjano,Viviendas de uso turístico,2024,2
Quel,Viviendas de uso turístico,2018,
Quel,Viviendas de uso turístico,2019,
Quel,Viviendas de uso turístico,2020,
Quel,Viviendas de uso turístico,2021,
Quel,Viviendas de uso turístico,2022,
Quel,Viviendas de uso turístico,2023,
Quel,Viviendas de uso turístico,2024,
Rabanera,Viviendas de uso turístico,2018,
Rabanera,Viviendas de uso turístico,2019,
Rabanera,Viviendas de uso turístico,2020,
Rabanera,Viviendas de uso turístico,2021,
Rabanera,Viviendas de uso turístico,2022,
Rabanera,Viviendas de uso turístico,2023,
Rabanera,Viviendas de uso turístico,2024,
Rasillo de Cameros (El),Viviendas de uso turístico,2018,
Rasillo de Cameros (El),Viviendas de uso turístico,2019,6
Rasillo de Cameros (El),Viviendas de uso turístico,2020,10
Rasillo de Cameros (El),Viviendas de uso turístico,2021,10
Rasillo de Cameros (El),Viviendas de uso turístico,2022,10
Rasillo de Cameros (El),Viviendas de uso turístico,2023,10
Rasillo de Cameros (El),Viviendas de uso turístico,2024,12
Redal (El),Viviendas de uso turístico,2018,
Redal (El),Viviendas de uso turístico,2019,2
Redal (El),Viviendas de uso turístico,2020,2
Redal (El),Viviendas de uso turístico,2021,2
Redal (El),Viviendas de uso turístico,2022,2
Redal (El),Viviendas de uso turístico,2023,2
Redal (El),Viviendas de uso turístico,2024,2
Ribafrecha,Viviendas de uso turístico,2018,
Ribafrecha,Viviendas de uso turístico,2019,
Ribafrecha,Viviendas de uso turístico,2020,1
Ribafrecha,Viviendas de uso turístico,2021,1
Ribafrecha,Viviendas de uso turístico,2022,1
Ribafrecha,Viviendas de uso turístico,2023,1
Ribafrecha,Viviendas de uso turístico,2024,1
Rincón de Soto,Viviendas de uso turístico,2018,2
Rincón de Soto,Viviendas de uso turístico,2019,4
Rincón de Soto,Viviendas de uso turístico,2020,3
Rincón de Soto,Viviendas de uso turístico,2021,5
Rincón de Soto,Viviendas de uso turístico,2022,4
Rincón de Soto,Viviendas de uso turístico,2023,5
Rincón de Soto,Viviendas de uso turístico,2024,5
Robres del Castillo,Viviendas de uso turístico,2018,
Robres del Castillo,Viviendas de uso turístico,2019,
Robres del Castillo,Viviendas de uso turístico,2020,
Robres del Castillo,Viviendas de uso turístico,2021,
Robres del Castillo,Viviendas de uso turístico,2022,
Robres del Castillo,Viviendas de uso turístico,2023,1
Robres del Castillo,Viviendas de uso turístico,2024,1
Rodezno,Viviendas de uso turístico,2018,1
Rodezno,Viviendas de uso turístico,2019,1
Rodezno,Viviendas de uso turístico,2020,2
Rodezno,Viviendas de uso turístico,2021,2
Rodezno,Viviendas de uso turístico,2022,2
Rodezno,Viviendas de uso turístico,2023,3
Rodezno,Viviendas de uso turístico,2024,3
Sajazarra,Viviendas de uso turístico,2018,4
Sajazarra,Viviendas de uso turístico,2019,8
Sajazarra,Viviendas de uso turístico,2020,9
Sajazarra,Viviendas de uso turístico,2021,9
Sajazarra,Viviendas de uso turístico,2022,11
Sajazarra,Viviendas de uso turístico,2023,11
Sajazarra,Viviendas de uso turístico,2024,12
San Asensio,Viviendas de uso turístico,2018,1
San Asensio,Viviendas de uso turístico,2019,1
San Asensio,Viviendas de uso turístico,2020,3
San Asensio,Viviendas de uso turístico,2021,4
San Asensio,Viviendas de uso turístico,2022,4
San Asensio,Viviendas de uso turístico,2023,5
San Asensio,Viviendas de uso turístico,2024,5
San Millán de la Cogolla,Viviendas de uso turístico,2018,2
San Millán de la Cogolla,Viviendas de uso turístico,2019,2
San Millán de la Cogolla,Viviendas de uso turístico,2020,1
San Millán de la Cogolla,Viviendas de uso turístico,2021,1
San Millán de la Cogolla,Viviendas de uso turístico,2022,1
San Millán de la Cogolla,Viviendas de uso turístico,2023,1
San Millán de la Cogolla,Viviendas de uso turístico,2024,1
San Millán de Yécora,Viviendas de uso turístico,2018,
San Millán de Yécora,Viviendas de uso turístico,2019,
San Millán de Yécora,Viviendas de uso turístico,2020,
San Millán de Yécora,Viviendas de uso turístico,2021,
San Millán de Yécora,Viviendas de uso turístico,2022,
San Millán de Yécora,Viviendas de uso turístico,2023,
San Millán de Yécora,Viviendas de uso turístico,2024,
San Román de Cameros,Viviendas de uso turístico,2018,
San Román de Cameros,Viviendas de uso turístico,2019,4
San Román de Cameros,Viviendas de uso turístico,2020,4
San Román de Cameros,Viviendas de uso turístico,2021,4
San Román de Cameros,Viviendas de uso turístico,2022,4
San Román de Cameros,Viviendas de uso turístico,2023,3
San Román de Cameros,Viviendas de uso turístico,2024,3
Santa Coloma,Viviendas de uso turístico,2018,
Santa Coloma,Viviendas de uso turístico,2019,
Santa Coloma,Viviendas de uso turístico,2020,
Santa Coloma,Viviendas de uso turístico,2021,
Santa Coloma,Viviendas de uso turístico,2022,
Santa Coloma,Viviendas de uso turístico,2023,
Santa Coloma,Viviendas de uso turístico,2024,
Santa Engracia del Jubera,Viviendas de uso turístico,2018,
Santa Engracia del Jubera,Viviendas de uso turístico,2019,
Santa Engracia del Jubera,Viviendas de uso turístico,2020,
Santa Engracia del Jubera,Viviendas de uso turístico,2021,1
Santa Engracia del Jubera,Viviendas de uso turístico,2022,1
Santa Engracia del Jubera,Viviendas de uso turístico,2023,1
Santa Engracia del Jubera,Viviendas de uso turístico,2024,1
Santa Eulalia Bajera,Viviendas de uso turístico,2018,
Santa Eulalia Bajera,Viviendas de uso turístico,2019,1
Santa Eulalia Bajera,Viviendas de uso turístico,2020,1
Santa Eulalia Bajera,Viviendas de uso turístico,2021,1
Santa Eulalia Bajera,Viviendas de uso turístico,2022,1
Santa Eulalia Bajera,Viviendas de uso turístico,2023,
Santa Eulalia Bajera,Viviendas de uso turístico,2024,
Santo Domingo de la Calzada,Viviendas de uso turístico,2018,1
Santo Domingo de la Calzada,Viviendas de uso turístico,2019,6
Santo Domingo de la Calzada,Viviendas de uso turístico,2020,10
Santo Domingo de la Calzada,Viviendas de uso turístico,2021,13
Santo Domingo de la Calzada,Viviendas de uso turístico,2022,15
Santo Domingo de la Calzada,Viviendas de uso turístico,2023,17
Santo Domingo de la Calzada,Viviendas de uso turístico,2024,18
San Torcuato,Viviendas de uso turístico,2018,
San Torcuato,Viviendas de uso turístico,2019,2
San Torcuato,Viviendas de uso turístico,2020,3
San Torcuato,Viviendas de uso turístico,2021,3
San Torcuato,Viviendas de uso turístico,2022,3
San Torcuato,Viviendas de uso turístico,2023,3
San Torcuato,Viviendas de uso turístico,2024,3
Santurde de Rioja,Viviendas de uso turístico,2018,1
Santurde de Rioja,Viviendas de uso turístico,2019,3
Santurde de Rioja,Viviendas de uso turístico,2020,4
Santurde de Rioja,Viviendas de uso turístico,2021,5
Santurde de Rioja,Viviendas de uso turístico,2022,5
Santurde de Rioja,Viviendas de uso turístico,2023,5
Santurde de Rioja,Viviendas de uso turístico,2024,5
Santurdejo,Viviendas de uso turístico,2018,
Santurdejo,Viviendas de uso turístico,2019,
Santurdejo,Viviendas de uso turístico,2020,
Santurdejo,Viviendas de uso turístico,2021,
Santurdejo,Viviendas de uso turístico,2022,
Santurdejo,Viviendas de uso turístico,2023,
Santurdejo,Viviendas de uso turístico,2024,
San Vicente de la Sonsierra,Viviendas de uso turístico,2018,2
San Vicente de la Sonsierra,Viviendas de uso turístico,2019,6
San Vicente de la Sonsierra,Viviendas de uso turístico,2020,6
San Vicente de la Sonsierra,Viviendas de uso turístico,2021,6
San Vicente de la Sonsierra,Viviendas de uso turístico,2022,6
San Vicente de la Sonsierra,Viviendas de uso turístico,2023,7
San Vicente de la Sonsierra,Viviendas de uso turístico,2024,7
Sojuela,Viviendas de uso turístico,2018,7
Sojuela,Viviendas de uso turístico,2019,26
Sojuela,Viviendas de uso turístico,2020,24
Sojuela,Viviendas de uso turístico,2021,25
Sojuela,Viviendas de uso turístico,2022,25
Sojuela,Viviendas de uso turístico,2023,41
Sojuela,Viviendas de uso turístico,2024,45
Sorzano,Viviendas de uso turístico,2018,
Sorzano,Viviendas de uso turístico,2019,
Sorzano,Viviendas de uso turístico,2020,
Sorzano,Viviendas de uso turístico,2021,1
Sorzano,Viviendas de uso turístico,2022,1
Sorzano,Viviendas de uso turístico,2023,
Sorzano,Viviendas de uso turístico,2024,
Sotés,Viviendas de uso turístico,2018,2
Sotés,Viviendas de uso turístico,2019,3
Sotés,Viviendas de uso turístico,2020,2
Sotés,Viviendas de uso turístico,2021,2
Sotés,Viviendas de uso turístico,2022,3
Sotés,Viviendas de uso turístico,2023,2
Sotés,Viviendas de uso turístico,2024,2
Soto en Cameros,Viviendas de uso turístico,2018,1
Soto en Cameros,Viviendas de uso turístico,2019,1
Soto en Cameros,Viviendas de uso turístico,2020,2
Soto en Cameros,Viviendas de uso turístico,2021,
Soto en Cameros,Viviendas de uso turístico,2022,1
Soto en Cameros,Viviendas de uso turístico,2023,2
Soto en Cameros,Viviendas de uso turístico,2024,2
Terroba,Viviendas de uso turístico,2018,
Terroba,Viviendas de uso turístico,2019,
Terroba,Viviendas de uso turístico,2020,
Terroba,Viviendas de uso turístico,2021,
Terroba,Viviendas de uso turístico,2022,
Terroba,Viviendas de uso turístico,2023,
Terroba,Viviendas de uso turístico,2024,
Tirgo,Viviendas de uso turístico,2018,
Tirgo,Viviendas de uso turístico,2019,
Tirgo,Viviendas de uso turístico,2020,1
Tirgo,Viviendas de uso turístico,2021,1
Tirgo,Viviendas de uso turístico,2022,1
Tirgo,Viviendas de uso turístico,2023,1
Tirgo,Viviendas de uso turístico,2024,1
Tobía,Viviendas de uso turístico,2018,
Tobía,Viviendas de uso turístico,2019,
Tobía,Viviendas de uso turístico,2020,
Tobía,Viviendas de uso turístico,2021,
Tobía,Viviendas de uso turístico,2022,
Tobía,Viviendas de uso turístico,2023,
Tobía,Viviendas de uso turístico,2024,
Tormantos,Viviendas de uso turístico,2018,
Tormantos,Viviendas de uso turístico,2019,
Tormantos,Viviendas de uso turístico,2020,
Tormantos,Viviendas de uso turístico,2021,
Tormantos,Viviendas de uso turístico,2022,
Tormantos,Viviendas de uso turístico,2023,
Tormantos,Viviendas de uso turístico,2024,
Torrecilla en Cameros,Viviendas de uso turístico,2018,3
Torrecilla en Cameros,Viviendas de uso turístico,2019,4
Torrecilla en Cameros,Viviendas de uso turístico,2020,3
Torrecilla en Cameros,Viviendas de uso turístico,2021,3
Torrecilla en Cameros,Viviendas de uso turístico,2022,3
Torrecilla en Cameros,Viviendas de uso turístico,2023,5
Torrecilla en Cameros,Viviendas de uso turístico,2024,5
Torrecilla sobre Alesanco,Viviendas de uso turístico,2018,
Torrecilla sobre Alesanco,Viviendas de uso turístico,2019,
Torrecilla sobre Alesanco,Viviendas de uso turístico,2020,
Torrecilla sobre Alesanco,Viviendas de uso turístico,2021,
Torrecilla sobre Alesanco,Viviendas de uso turístico,2022,
Torrecilla sobre Alesanco,Viviendas de uso turístico,2023,
Torrecilla sobre Alesanco,Viviendas de uso turístico,2024,
Torre en Cameros,Viviendas de uso turístico,2018,
Torre en Cameros,Viviendas de uso turístico,2019,
Torre en Cameros,Viviendas de uso turístico,2020,
Torre en Cameros,Viviendas de uso turístico,2021,
Torre en Cameros,Viviendas de uso turístico,2022,
Torre en Cameros,Viviendas de uso turístico,2023,
Torre en Cameros,Viviendas de uso turístico,2024,
Torremontalbo,Viviendas de uso turístico,2018,
Torremontalbo,Viviendas de uso turístico,2019,
Torremontalbo,Viviendas de uso turístico,2020,
Torremontalbo,Viviendas de uso turístico,2021,
Torremontalbo,Viviendas de uso turístico,2022,
Torremontalbo,Viviendas de uso turístico,2023,
Torremontalbo,Viviendas de uso turístico,2024,
Treviana,Viviendas de uso turístico,2018,
Treviana,Viviendas de uso turístico,2019,
Treviana,Viviendas de uso turístico,2020,
Treviana,Viviendas de uso turístico,2021,
Treviana,Viviendas de uso turístico,2022,
Treviana,Viviendas de uso turístico,2023,1
Treviana,Viviendas de uso turístico,2024,1
Tricio,Viviendas de uso turístico,2018,
Tricio,Viviendas de uso turístico,2019,
Tricio,Viviendas de uso turístico,2020,
Tricio,Viviendas de uso turístico,2021,
Tricio,Viviendas de uso turístico,2022,
Tricio,Viviendas de uso turístico,2023,
Tricio,Viviendas de uso turístico,2024,
Tudelilla,Viviendas de uso turístico,2018,
Tudelilla,Viviendas de uso turístico,2019,
Tudelilla,Viviendas de uso turístico,2020,
Tudelilla,Viviendas de uso turístico,2021,
Tudelilla,Viviendas de uso turístico,2022,
Tudelilla,Viviendas de uso turístico,2023,
Tudelilla,Viviendas de uso turístico,2024,
Uruńuela,Viviendas de uso turístico,2018,
Uruńuela,Viviendas de uso turístico,2019,1
Uruńuela,Viviendas de uso turístico,2020,2
Uruńuela,Viviendas de uso turístico,2021,2
Uruńuela,Viviendas de uso turístico,2022,2
Uruńuela,Viviendas de uso turístico,2023,2
Uruńuela,Viviendas de uso turístico,2024,2
Valdemadera,Viviendas de uso turístico,2018,
Valdemadera,Viviendas de uso turístico,2019,
Valdemadera,Viviendas de uso turístico,2020,
Valdemadera,Viviendas de uso turístico,2021,
Valdemadera,Viviendas de uso turístico,2022,
Valdemadera,Viviendas de uso turístico,2023,
Valdemadera,Viviendas de uso turístico,2024,
Valgańón,Viviendas de uso turístico,2018,
Valgańón,Viviendas de uso turístico,2019,
Valgańón,Viviendas de uso turístico,2020,2
Valgańón,Viviendas de uso turístico,2021,2
Valgańón,Viviendas de uso turístico,2022,2
Valgańón,Viviendas de uso turístico,2023,4
Valgańón,Viviendas de uso turístico,2024,4
Ventosa,Viviendas de uso turístico,2018,2
Ventosa,Viviendas de uso turístico,2019,2
Ventosa,Viviendas de uso turístico,2020,2
Ventosa,Viviendas de uso turístico,2021,1
Ventosa,Viviendas de uso turístico,2022,1
Ventosa,Viviendas de uso turístico,2023,1
Ventosa,Viviendas de uso turístico,2024,1
Ventrosa,Viviendas de uso turístico,2018,
Ventrosa,Viviendas de uso turístico,2019,
Ventrosa,Viviendas de uso turístico,2020,
Ventrosa,Viviendas de uso turístico,2021,
Ventrosa,Viviendas de uso turístico,2022,
Ventrosa,Viviendas de uso turístico,2023,
Ventrosa,Viviendas de uso turístico,2024,
Viguera,Viviendas de uso turístico,2018,1
Viguera,Viviendas de uso turístico,2019,5
Viguera,Viviendas de uso turístico,2020,6
Viguera,Viviendas de uso turístico,2021,6
Viguera,Viviendas de uso turístico,2022,6
Viguera,Viviendas de uso turístico,2023,7
Viguera,Viviendas de uso turístico,2024,7
Villalba de Rioja,Viviendas de uso turístico,2018,
Villalba de Rioja,Viviendas de uso turístico,2019,
Villalba de Rioja,Viviendas de uso turístico,2020,
Villalba de Rioja,Viviendas de uso turístico,2021,
Villalba de Rioja,Viviendas de uso turístico,2022,
Villalba de Rioja,Viviendas de uso turístico,2023,
Villalba de Rioja,Viviendas de uso turístico,2024,
Villalobar de Rioja,Viviendas de uso turístico,2018,
Villalobar de Rioja,Viviendas de uso turístico,2019,
Villalobar de Rioja,Viviendas de uso turístico,2020,
Villalobar de Rioja,Viviendas de uso turístico,2021,
Villalobar de Rioja,Viviendas de uso turístico,2022,
Villalobar de Rioja,Viviendas de uso turístico,2023,
Villalobar de Rioja,Viviendas de uso turístico,2024,
Villamediana de Iregua,Viviendas de uso turístico,2018,2
Villamediana de Iregua,Viviendas de uso turístico,2019,8
Villamediana de Iregua,Viviendas de uso turístico,2020,7
Villamediana de Iregua,Viviendas de uso turístico,2021,7
Villamediana de Iregua,Viviendas de uso turístico,2022,7
Villamediana de Iregua,Viviendas de uso turístico,2023,10
Villamediana de Iregua,Viviendas de uso turístico,2024,13
Villanueva de Cameros,Viviendas de uso turístico,2018,
Villanueva de Cameros,Viviendas de uso turístico,2019,
Villanueva de Cameros,Viviendas de uso turístico,2020,
Villanueva de Cameros,Viviendas de uso turístico,2021,
Villanueva de Cameros,Viviendas de uso turístico,2022,
Villanueva de Cameros,Viviendas de uso turístico,2023,
Villanueva de Cameros,Viviendas de uso turístico,2024,
Villar de Arnedo (El),Viviendas de uso turístico,2018,
Villar de Arnedo (El),Viviendas de uso turístico,2019,
Villar de Arnedo (El),Viviendas de uso turístico,2020,
Villar de Arnedo (El),Viviendas de uso turístico,2021,
Villar de Arnedo (El),Viviendas de uso turístico,2022,
Villar de Arnedo (El),Viviendas de uso turístico,2023,
Villar de Arnedo (El),Viviendas de uso turístico,2024,
Villar de Torre,Viviendas de uso turístico,2018,
Villar de Torre,Viviendas de uso turístico,2019,
Villar de Torre,Viviendas de uso turístico,2020,
Villar de Torre,Viviendas de uso turístico,2021,
Villar de Torre,Viviendas de uso turístico,2022,
Villar de Torre,Viviendas de uso turístico,2023,
Villar de Torre,Viviendas de uso turístico,2024,
Villarejo,Viviendas de uso turístico,2018,
Villarejo,Viviendas de uso turístico,2019,
Villarejo,Viviendas de uso turístico,2020,
Villarejo,Viviendas de uso turístico,2021,
Villarejo,Viviendas de uso turístico,2022,
Villarejo,Viviendas de uso turístico,2023,
Villarejo,Viviendas de uso turístico,2024,
